板块名称,主力资金净流入(亿),时间,趋势
减速器,49.88,2026-05-15,↑ 净流入
人形机器人,36.23,2026-05-15,↑ 净流入
机器人执行器,34.45,2026-05-15,↑ 净流入
华为汽车,26.68,2026-05-15,↑ 净流入
汽车零部件,25.13,2026-05-15,↑ 净流入
汽车热管理,24.70,2026-05-15,↑ 净流入
化工原料,22.59,2026-05-15,↑ 净流入
氟化工,22.39,2026-05-15,↑ 净流入
空气能热泵,21.62,2026-05-15,↑ 净流入
逆变器,21.03,2026-05-15,↑ 净流入
化学制品,20.52,2026-05-15,↑ 净流入
氟化工概念,19.09,2026-05-15,↑ 净流入
机器人,18.45,2026-05-15,↑ 净流入
机械设备,18.17,2026-05-15,↑ 净流入
金属制品,17.24,2026-05-15,↑ 净流入
家用电器,14.95,2026-05-15,↑ 净流入
电机Ⅲ,14.80,2026-05-15,↑ 净流入
电机Ⅱ,14.80,2026-05-15,↑ 净流入
PVDF概念,14.71,2026-05-15,↑ 净流入
家电零部件Ⅲ,14.43,2026-05-15,↑ 净流入
家电零部件Ⅱ,14.43,2026-05-15,↑ 净流入
传媒,14.21,2026-05-15,↑ 净流入
通用设备,13.04,2026-05-15,↑ 净流入
配电设备,12.46,2026-05-15,↑ 净流入
底盘与发动机系统,12.36,2026-05-15,↑ 净流入
汽车,11.70,2026-05-15,↑ 净流入
冷链物流,11.47,2026-05-15,↑ 净流入
汽车一体化压铸,11.46,2026-05-15,↑ 净流入
广告营销,11.12,2026-05-15,↑ 净流入
长电科技,10.98,2026-05-15,↑ 净流入
营销代理,10.97,2026-05-15,↑ 净流入
五洲新春,9.17,2026-05-15,↑ 净流入
PLC概念,8.98,2026-05-15,↑ 净流入
集成电路封测,8.87,2026-05-15,↑ 净流入
自动化设备,8.86,2026-05-15,↑ 净流入
稀土,8.85,2026-05-15,↑ 净流入
工控设备,7.91,2026-05-15,↑ 净流入
车身附件及饰件,7.86,2026-05-15,↑ 净流入
半导体设备,7.81,2026-05-15,↑ 净流入
小红书概念,7.32,2026-05-15,↑ 净流入
快手概念,7.31,2026-05-15,↑ 净流入
核污染防治,7.27,2026-05-15,↑ 净流入
兆易创新,7.23,2026-05-15,↑ 净流入
虚拟数字人,7.13,2026-05-15,↑ 净流入
机器视觉,6.92,2026-05-15,↑ 净流入
AI语料,6.74,2026-05-15,↑ 净流入
拓普集团,6.44,2026-05-15,↑ 净流入
仪器仪表,5.87,2026-05-15,↑ 净流入
彩票概念,5.61,2026-05-15,↑ 净流入
体育产业,5.57,2026-05-15,↑ 净流入
基础化工,5.15,2026-05-15,↑ 净流入
通信服务,5.07,2026-05-15,↑ 净流入
大唐发电,5.02,2026-05-15,↑ 净流入
大众出版,4.73,2026-05-15,↑ 净流入
动力煤,4.71,2026-05-15,↑ 净流入
出版,4.68,2026-05-15,↑ 净流入
合成树脂,4.65,2026-05-15,↑ 净流入
汽车电子电气系统,4.61,2026-05-15,↑ 净流入
煤炭开采,4.56,2026-05-15,↑ 净流入
煤炭,4.48,2026-05-15,↑ 净流入
白色家电,4.39,2026-05-15,↑ 净流入
空调,4.26,2026-05-15,↑ 净流入
净水概念,3.84,2026-05-15,↑ 净流入
家居用品,3.61,2026-05-15,↑ 净流入
昭衍新药,3.60,2026-05-15,↑ 净流入
大业股份,3.55,2026-05-15,↑ 净流入
新泉股份,3.54,2026-05-15,↑ 净流入
江化微,3.51,2026-05-15,↑ 净流入
轻工制造,3.47,2026-05-15,↑ 净流入
北方稀土,3.39,2026-05-15,↑ 净流入
中国石油,3.27,2026-05-15,↑ 净流入
万通发展,3.26,2026-05-15,↑ 净流入
中国神华,3.23,2026-05-15,↑ 净流入
昨日炸板,3.17,2026-05-15,↑ 净流入
中国电信,3.00,2026-05-15,↑ 净流入
其他专用设备,2.99,2026-05-15,↑ 净流入
同步磁阻电机,2.98,2026-05-15,↑ 净流入
电信运营商,2.97,2026-05-15,↑ 净流入
卧龙电驱,2.95,2026-05-15,↑ 净流入
波导股份,2.94,2026-05-15,↑ 净流入
石油石化,2.91,2026-05-15,↑ 净流入
电子竞技,2.80,2026-05-15,↑ 净流入
昨日触板,2.72,2026-05-15,↑ 净流入
引力传媒,2.58,2026-05-15,↑ 净流入
粤港自贸,2.49,2026-05-15,↑ 净流入
工程机械,2.46,2026-05-15,↑ 净流入
长江电力,2.45,2026-05-15,↑ 净流入
其他专业工程,2.39,2026-05-15,↑ 净流入
清洁小家电,2.28,2026-05-15,↑ 净流入
飞行汽车(eVTOL),2.28,2026-05-15,↑ 净流入
均胜电子,2.24,2026-05-15,↑ 净流入
无机盐,2.15,2026-05-15,↑ 净流入
地下管网,2.13,2026-05-15,↑ 净流入
维科技术,2.08,2026-05-15,↑ 净流入
生物识别,2.08,2026-05-15,↑ 净流入
有机硅概念,2.00,2026-05-15,↑ 净流入
法拉电子,1.98,2026-05-15,↑ 净流入
尾气治理,1.98,2026-05-15,↑ 净流入
浦发银行,1.96,2026-05-15,↑ 净流入
门户网站,1.94,2026-05-15,↑ 净流入
核力发电,1.92,2026-05-15,↑ 净流入
金石资源,1.91,2026-05-15,↑ 净流入
油气开采Ⅲ,1.90,2026-05-15,↑ 净流入
油气开采Ⅱ,1.90,2026-05-15,↑ 净流入
中国海油,1.88,2026-05-15,↑ 净流入
小家电,1.88,2026-05-15,↑ 净流入
数字媒体,1.86,2026-05-15,↑ 净流入
中贝通信,1.80,2026-05-15,↑ 净流入
小商品城,1.77,2026-05-15,↑ 净流入
成品家居,1.76,2026-05-15,↑ 净流入
资源开采概念,1.73,2026-05-15,↑ 净流入
华懋科技,1.69,2026-05-15,↑ 净流入
司太立,1.65,2026-05-15,↑ 净流入
商业物业经营,1.61,2026-05-15,↑ 净流入
生物股份,1.58,2026-05-15,↑ 净流入
再升科技,1.53,2026-05-15,↑ 净流入
广汇能源,1.48,2026-05-15,↑ 净流入
精达股份,1.47,2026-05-15,↑ 净流入
化学原料,1.46,2026-05-15,↑ 净流入
工程机械器件,1.43,2026-05-15,↑ 净流入
至纯科技,1.42,2026-05-15,↑ 净流入
中国核电,1.41,2026-05-15,↑ 净流入
恒立液压,1.39,2026-05-15,↑ 净流入
户外露营,1.39,2026-05-15,↑ 净流入
骏亚科技,1.37,2026-05-15,↑ 净流入
信捷电气,1.34,2026-05-15,↑ 净流入
中马传动,1.34,2026-05-15,↑ 净流入
裸眼3D,1.33,2026-05-15,↑ 净流入
通信工程及服务,1.32,2026-05-15,↑ 净流入
其他自动化设备,1.32,2026-05-15,↑ 净流入
瓷砖地板,1.32,2026-05-15,↑ 净流入
四方股份,1.31,2026-05-15,↑ 净流入
娱乐用品,1.28,2026-05-15,↑ 净流入
动物保健Ⅲ,1.28,2026-05-15,↑ 净流入
动物保健Ⅱ,1.28,2026-05-15,↑ 净流入
炼油化工,1.28,2026-05-15,↑ 净流入
中国船舶,1.27,2026-05-15,↑ 净流入
水力发电,1.26,2026-05-15,↑ 净流入
锡华科技,1.26,2026-05-15,↑ 净流入
柏诚股份,1.26,2026-05-15,↑ 净流入
综合电力设备商,1.21,2026-05-15,↑ 净流入
大元泵业,1.20,2026-05-15,↑ 净流入
建筑节能,1.20,2026-05-15,↑ 净流入
傲农生物,1.19,2026-05-15,↑ 净流入
退税商店,1.17,2026-05-15,↑ 净流入
滨化股份,1.14,2026-05-15,↑ 净流入
京沪高铁,1.12,2026-05-15,↑ 净流入
C长裕,1.11,2026-05-15,↑ 净流入
浙文互联,1.10,2026-05-15,↑ 净流入
鸣志电器,1.09,2026-05-15,↑ 净流入
氨纶,1.09,2026-05-15,↑ 净流入
红豆股份,1.08,2026-05-15,↑ 净流入
华康股份,1.07,2026-05-15,↑ 净流入
金发科技,1.07,2026-05-15,↑ 净流入
泰晶科技,1.06,2026-05-15,↑ 净流入
通达电气,1.05,2026-05-15,↑ 净流入
工程机械整机,1.04,2026-05-15,↑ 净流入
代糖概念,0.99,2026-05-15,↑ 净流入
星宇股份,0.98,2026-05-15,↑ 净流入
东方电气,0.96,2026-05-15,↑ 净流入
油品石化贸易,0.96,2026-05-15,↑ 净流入
恒润股份,0.94,2026-05-15,↑ 净流入
DR浙江荣,0.92,2026-05-15,↑ 净流入
文娱用品,0.91,2026-05-15,↑ 净流入
建设机械,0.91,2026-05-15,↑ 净流入
AI制药（医疗）,0.91,2026-05-15,↑ 净流入
尚纬股份,0.90,2026-05-15,↑ 净流入
中国银行,0.89,2026-05-15,↑ 净流入
房屋检测,0.88,2026-05-15,↑ 净流入
2025三季报扭亏,0.85,2026-05-15,↑ 净流入
黑牡丹,0.83,2026-05-15,↑ 净流入
建设银行,0.82,2026-05-15,↑ 净流入
工程机械概念,0.82,2026-05-15,↑ 净流入
氮肥,0.81,2026-05-15,↑ 净流入
铁路运输,0.80,2026-05-15,↑ 净流入
柯力传感,0.80,2026-05-15,↑ 净流入
通信应用增值服务,0.78,2026-05-15,↑ 净流入
其他运输设备,0.77,2026-05-15,↑ 净流入
印刷包装机械,0.76,2026-05-15,↑ 净流入
中煤能源,0.76,2026-05-15,↑ 净流入
圣晖集成,0.76,2026-05-15,↑ 净流入
服装家纺,0.74,2026-05-15,↑ 净流入
澄星股份,0.73,2026-05-15,↑ 净流入
油服工程,0.72,2026-05-15,↑ 净流入
博威合金,0.72,2026-05-15,↑ 净流入
电子身份证,0.70,2026-05-15,↑ 净流入
其他通用设备,0.68,2026-05-15,↑ 净流入
巍华新材,0.68,2026-05-15,↑ 净流入
工业大麻,0.67,2026-05-15,↑ 净流入
复合肥,0.66,2026-05-15,↑ 净流入
昨日打二板以上表现,0.66,2026-05-15,↑ 净流入
科沃斯,0.65,2026-05-15,↑ 净流入
鲁银投资,0.64,2026-05-15,↑ 净流入
海鸥股份,0.63,2026-05-15,↑ 净流入
中视传媒,0.63,2026-05-15,↑ 净流入
包装印刷,0.63,2026-05-15,↑ 净流入
东风科技,0.62,2026-05-15,↑ 净流入
丰林集团,0.62,2026-05-15,↑ 净流入
食品及饲料添加剂,0.62,2026-05-15,↑ 净流入
其他汽车零部件,0.61,2026-05-15,↑ 净流入
兴发集团,0.58,2026-05-15,↑ 净流入
海立股份,0.58,2026-05-15,↑ 净流入
特钢Ⅲ,0.57,2026-05-15,↑ 净流入
特钢Ⅱ,0.57,2026-05-15,↑ 净流入
图片媒体,0.57,2026-05-15,↑ 净流入
油气及炼化工程,0.56,2026-05-15,↑ 净流入
XD有友食,0.56,2026-05-15,↑ 净流入
石大胜华,0.56,2026-05-15,↑ 净流入
星德胜,0.55,2026-05-15,↑ 净流入
福能股份,0.54,2026-05-15,↑ 净流入
陕西煤业,0.54,2026-05-15,↑ 净流入
华建集团,0.52,2026-05-15,↑ 净流入
共创草坪,0.52,2026-05-15,↑ 净流入
申能股份,0.51,2026-05-15,↑ 净流入
长城科技,0.50,2026-05-15,↑ 净流入
纸包装,0.50,2026-05-15,↑ 净流入
三祥新材,0.50,2026-05-15,↑ 净流入
铁路公路,0.50,2026-05-15,↑ 净流入
浙能电力,0.49,2026-05-15,↑ 净流入
冠豪高新,0.49,2026-05-15,↑ 净流入
塑料包装,0.48,2026-05-15,↑ 净流入
中稀有色,0.48,2026-05-15,↑ 净流入
海南矿业,0.46,2026-05-15,↑ 净流入
印刷,0.46,2026-05-15,↑ 净流入
锦纶,0.46,2026-05-15,↑ 净流入
润达医疗,0.46,2026-05-15,↑ 净流入
东风股份,0.46,2026-05-15,↑ 净流入
橡胶,0.46,2026-05-15,↑ 净流入
鼎胜新材,0.44,2026-05-15,↑ 净流入
胶黏剂及胶带,0.43,2026-05-15,↑ 净流入
其他家电Ⅲ,0.42,2026-05-15,↑ 净流入
其他家电Ⅱ,0.42,2026-05-15,↑ 净流入
涪陵电力,0.42,2026-05-15,↑ 净流入
园林工程,0.41,2026-05-15,↑ 净流入
泛微网络,0.41,2026-05-15,↑ 净流入
盛和资源,0.41,2026-05-15,↑ 净流入
博迁新材,0.41,2026-05-15,↑ 净流入
短剧互动游戏,0.41,2026-05-15,↑ 净流入
首开股份,0.40,2026-05-15,↑ 净流入
彤程新材,0.40,2026-05-15,↑ 净流入
爱柯迪,0.40,2026-05-15,↑ 净流入
改性塑料,0.39,2026-05-15,↑ 净流入
鞋帽及其他,0.38,2026-05-15,↑ 净流入
华夏银行,0.38,2026-05-15,↑ 净流入
吉视传媒,0.38,2026-05-15,↑ 净流入
博敏电子,0.38,2026-05-15,↑ 净流入
广西板块,0.37,2026-05-15,↑ 净流入
快克智能,0.37,2026-05-15,↑ 净流入
中国东航,0.37,2026-05-15,↑ 净流入
君正集团,0.36,2026-05-15,↑ 净流入
新坐标,0.36,2026-05-15,↑ 净流入
安琪酵母,0.36,2026-05-15,↑ 净流入
杭州银行,0.35,2026-05-15,↑ 净流入
中国软件,0.35,2026-05-15,↑ 净流入
亚翔集成,0.35,2026-05-15,↑ 净流入
南威软件,0.35,2026-05-15,↑ 净流入
华新精科,0.35,2026-05-15,↑ 净流入
橡胶助剂,0.34,2026-05-15,↑ 净流入
定制家居,0.34,2026-05-15,↑ 净流入
振华股份,0.33,2026-05-15,↑ 净流入
哈森股份,0.33,2026-05-15,↑ 净流入
海尔智家,0.33,2026-05-15,↑ 净流入
龙溪股份,0.33,2026-05-15,↑ 净流入
炭黑,0.32,2026-05-15,↑ 净流入
畜禽饲料,0.32,2026-05-15,↑ 净流入
三人行,0.32,2026-05-15,↑ 净流入
北投科技,0.31,2026-05-15,↑ 净流入
科森科技,0.31,2026-05-15,↑ 净流入
申达股份,0.31,2026-05-15,↑ 净流入
赛轮轮胎,0.31,2026-05-15,↑ 净流入
腾龙股份,0.30,2026-05-15,↑ 净流入
医院,0.29,2026-05-15,↑ 净流入
湖南天雁,0.29,2026-05-15,↑ 净流入
佳力图,0.29,2026-05-15,↑ 净流入
水务及水治理,0.29,2026-05-15,↑ 净流入
华塑股份,0.29,2026-05-15,↑ 净流入
德才股份,0.29,2026-05-15,↑ 净流入
金海通,0.28,2026-05-15,↑ 净流入
能科科技,0.28,2026-05-15,↑ 净流入
炼化及贸易,0.28,2026-05-15,↑ 净流入
其他医疗服务,0.28,2026-05-15,↑ 净流入
上海银行,0.28,2026-05-15,↑ 净流入
麒盛科技,0.27,2026-05-15,↑ 净流入
绿色动力,0.27,2026-05-15,↑ 净流入
华勤技术,0.27,2026-05-15,↑ 净流入
其他化学原料,0.27,2026-05-15,↑ 净流入
福达股份,0.26,2026-05-15,↑ 净流入
管材,0.26,2026-05-15,↑ 净流入
奇精机械,0.26,2026-05-15,↑ 净流入
新集能源,0.26,2026-05-15,↑ 净流入
广东明珠,0.26,2026-05-15,↑ 净流入
南京高科,0.26,2026-05-15,↑ 净流入
中国电影,0.26,2026-05-15,↑ 净流入
赤天化,0.26,2026-05-15,↑ 净流入
华远控股,0.26,2026-05-15,↑ 净流入
长龄液压,0.25,2026-05-15,↑ 净流入
格林达,0.25,2026-05-15,↑ 净流入
中毅达,0.25,2026-05-15,↑ 净流入
股权转让,0.25,2026-05-15,↑ 净流入
上海电气,0.25,2026-05-15,↑ 净流入
凯众股份,0.25,2026-05-15,↑ 净流入
红星发展,0.25,2026-05-15,↑ 净流入
南京银行,0.24,2026-05-15,↑ 净流入
淮北矿业,0.24,2026-05-15,↑ 净流入
上海沿浦,0.24,2026-05-15,↑ 净流入
华鲁恒升,0.24,2026-05-15,↑ 净流入
东航物流,0.24,2026-05-15,↑ 净流入
晨光新材,0.24,2026-05-15,↑ 净流入
中盐化工,0.24,2026-05-15,↑ 净流入
圣龙股份,0.24,2026-05-15,↑ 净流入
新疆火炬,0.24,2026-05-15,↑ 净流入
华发股份,0.23,2026-05-15,↑ 净流入
富春染织,0.23,2026-05-15,↑ 净流入
ST喜临门,0.23,2026-05-15,↑ 净流入
天津港,0.23,2026-05-15,↑ 净流入
非运动服装,0.23,2026-05-15,↑ 净流入
重庆燃气,0.23,2026-05-15,↑ 净流入
元利科技,0.23,2026-05-15,↑ 净流入
岱美股份,0.22,2026-05-15,↑ 净流入
国新能源,0.22,2026-05-15,↑ 净流入
铁流股份,0.22,2026-05-15,↑ 净流入
海信视像,0.22,2026-05-15,↑ 净流入
北自科技,0.22,2026-05-15,↑ 净流入
云赛智联,0.22,2026-05-15,↑ 净流入
旭升集团,0.22,2026-05-15,↑ 净流入
威龙股份,0.22,2026-05-15,↑ 净流入
防水材料,0.22,2026-05-15,↑ 净流入
三维股份,0.21,2026-05-15,↑ 净流入
新宏泰,0.21,2026-05-15,↑ 净流入
海天精工,0.21,2026-05-15,↑ 净流入
德昌股份,0.21,2026-05-15,↑ 净流入
益丰药房,0.21,2026-05-15,↑ 净流入
印染,0.21,2026-05-15,↑ 净流入
浙大网新,0.21,2026-05-15,↑ 净流入
其他家居用品,0.21,2026-05-15,↑ 净流入
*ST亚振,0.21,2026-05-15,↑ 净流入
宏柏新材,0.21,2026-05-15,↑ 净流入
首发经济,0.20,2026-05-15,↑ 净流入
新天然气,0.20,2026-05-15,↑ 净流入
汽车服务,0.20,2026-05-15,↑ 净流入
深圳燃气,0.20,2026-05-15,↑ 净流入
晶华新材,0.20,2026-05-15,↑ 净流入
医疗服务,0.20,2026-05-15,↑ 净流入
歌华有线,0.20,2026-05-15,↑ 净流入
Kimi概念,0.20,2026-05-15,↑ 净流入
有机硅,0.20,2026-05-15,↑ 净流入
常青科技,0.20,2026-05-15,↑ 净流入
国投电力,0.20,2026-05-15,↑ 净流入
川投能源,0.20,2026-05-15,↑ 净流入
杭萧钢构,0.19,2026-05-15,↑ 净流入
化妆品制造及其他,0.19,2026-05-15,↑ 净流入
浙江医药,0.19,2026-05-15,↑ 净流入
中国移动,0.18,2026-05-15,↑ 净流入
雅运股份,0.18,2026-05-15,↑ 净流入
菲林格尔,0.18,2026-05-15,↑ 净流入
麦迪科技,0.17,2026-05-15,↑ 净流入
春风动力,0.17,2026-05-15,↑ 净流入
其他建材Ⅲ,0.17,2026-05-15,↑ 净流入
华之杰,0.17,2026-05-15,↑ 净流入
华阳股份,0.17,2026-05-15,↑ 净流入
九牧王,0.17,2026-05-15,↑ 净流入
西藏旅游,0.17,2026-05-15,↑ 净流入
天创时尚,0.17,2026-05-15,↑ 净流入
继峰股份,0.16,2026-05-15,↑ 净流入
中国外运,0.16,2026-05-15,↑ 净流入
油田服务,0.16,2026-05-15,↑ 净流入
弘元绿能,0.16,2026-05-15,↑ 净流入
诚邦股份,0.16,2026-05-15,↑ 净流入
博通集成,0.16,2026-05-15,↑ 净流入
欧派家居,0.16,2026-05-15,↑ 净流入
豪威集团,0.16,2026-05-15,↑ 净流入
上海建工,0.16,2026-05-15,↑ 净流入
中体产业,0.16,2026-05-15,↑ 净流入
中海油服,0.15,2026-05-15,↑ 净流入
广告媒体,0.15,2026-05-15,↑ 净流入
华能水电,0.15,2026-05-15,↑ 净流入
凌云股份,0.15,2026-05-15,↑ 净流入
供销社概念,0.15,2026-05-15,↑ 净流入
兰花科创,0.15,2026-05-15,↑ 净流入
华域汽车,0.14,2026-05-15,↑ 净流入
ST美克,0.14,2026-05-15,↑ 净流入
康欣新材,0.14,2026-05-15,↑ 净流入
北巴传媒,0.14,2026-05-15,↑ 净流入
睿能科技,0.14,2026-05-15,↑ 净流入
冰洗,0.13,2026-05-15,↑ 净流入
平煤股份,0.13,2026-05-15,↑ 净流入
水产饲料,0.13,2026-05-15,↑ 净流入
综合包装,0.13,2026-05-15,↑ 净流入
体育Ⅲ,0.13,2026-05-15,↑ 净流入
体育Ⅱ,0.13,2026-05-15,↑ 净流入
北辰实业,0.13,2026-05-15,↑ 净流入
新亚强,0.13,2026-05-15,↑ 净流入
晶方科技,0.13,2026-05-15,↑ 净流入
华设集团,0.13,2026-05-15,↑ 净流入
安邦护卫,0.13,2026-05-15,↑ 净流入
万控智造,0.13,2026-05-15,↑ 净流入
农用机械,0.13,2026-05-15,↑ 净流入
渤海化学,0.12,2026-05-15,↑ 净流入
六国化工,0.12,2026-05-15,↑ 净流入
锦和商管,0.12,2026-05-15,↑ 净流入
轮毂电机,0.12,2026-05-15,↑ 净流入
ST绝味,0.12,2026-05-15,↑ 净流入
国联股份,0.12,2026-05-15,↑ 净流入
沧州大化,0.12,2026-05-15,↑ 净流入
九华旅游,0.12,2026-05-15,↑ 净流入
三友化工,0.12,2026-05-15,↑ 净流入
南卫股份,0.11,2026-05-15,↑ 净流入
九州通,0.11,2026-05-15,↑ 净流入
钛白粉,0.11,2026-05-15,↑ 净流入
重庆银行,0.11,2026-05-15,↑ 净流入
汽车经销商,0.11,2026-05-15,↑ 净流入
豪能股份,0.11,2026-05-15,↑ 净流入
安彩高科,0.11,2026-05-15,↑ 净流入
唐山港,0.11,2026-05-15,↑ 净流入
天域生物,0.11,2026-05-15,↑ 净流入
国泰集团,0.11,2026-05-15,↑ 净流入
长沙银行,0.11,2026-05-15,↑ 净流入
耀皮玻璃,0.11,2026-05-15,↑ 净流入
大唐电信,0.10,2026-05-15,↑ 净流入
恒通股份,0.10,2026-05-15,↑ 净流入
中持股份,0.10,2026-05-15,↑ 净流入
金煤科技,0.10,2026-05-15,↑ 净流入
神马股份,0.10,2026-05-15,↑ 净流入
必得科技,0.10,2026-05-15,↑ 净流入
其他专业服务,0.10,2026-05-15,↑ 净流入
安井食品,0.10,2026-05-15,↑ 净流入
思维列控,0.10,2026-05-15,↑ 净流入
羚锐制药,0.10,2026-05-15,↑ 净流入
交运股份,0.10,2026-05-15,↑ 净流入
潞化科技,0.10,2026-05-15,↑ 净流入
华荣股份,0.10,2026-05-15,↑ 净流入
科创板做市股,0.10,2026-05-15,↑ 净流入
杭齿前进,0.10,2026-05-15,↑ 净流入
园林股份,0.10,2026-05-15,↑ 净流入
纯碱,0.09,2026-05-15,↑ 净流入
京能置业,0.09,2026-05-15,↑ 净流入
亿嘉和,0.09,2026-05-15,↑ 净流入
预加工食品,0.09,2026-05-15,↑ 净流入
兖矿能源,0.09,2026-05-15,↑ 净流入
汽车综合服务,0.09,2026-05-15,↑ 净流入
华翔股份,0.09,2026-05-15,↑ 净流入
中炬高新,0.09,2026-05-15,↑ 净流入
外服控股,0.09,2026-05-15,↑ 净流入
蔚蓝生物,0.09,2026-05-15,↑ 净流入
爱建集团,0.09,2026-05-15,↑ 净流入
ST中路,0.09,2026-05-15,↑ 净流入
亚普股份,0.09,2026-05-15,↑ 净流入
皇马科技,0.09,2026-05-15,↑ 净流入
康缘药业,0.09,2026-05-15,↑ 净流入
中国出版,0.09,2026-05-15,↑ 净流入
纵横通信,0.09,2026-05-15,↑ 净流入
宁波韵升,0.09,2026-05-15,↑ 净流入
众辰科技,0.08,2026-05-15,↑ 净流入
大众公用,0.08,2026-05-15,↑ 净流入
天马科技,0.08,2026-05-15,↑ 净流入
永创智能,0.08,2026-05-15,↑ 净流入
海天味业,0.08,2026-05-15,↑ 净流入
瀚蓝环境,0.08,2026-05-15,↑ 净流入
天下秀,0.08,2026-05-15,↑ 净流入
新凤鸣,0.08,2026-05-15,↑ 净流入
文投控股,0.08,2026-05-15,↑ 净流入
万东医疗,0.08,2026-05-15,↑ 净流入
品牌消费电子,0.08,2026-05-15,↑ 净流入
舒华体育,0.08,2026-05-15,↑ 净流入
腾达建设,0.08,2026-05-15,↑ 净流入
ST人福,0.08,2026-05-15,↑ 净流入
珠免集团,0.08,2026-05-15,↑ 净流入
乐凯胶片,0.08,2026-05-15,↑ 净流入
深圳新星,0.08,2026-05-15,↑ 净流入
医美服务,0.08,2026-05-15,↑ 净流入
海星股份,0.08,2026-05-15,↑ 净流入
资产管理,0.08,2026-05-15,↑ 净流入
*ST福成,0.08,2026-05-15,↑ 净流入
海欣股份,0.08,2026-05-15,↑ 净流入
乐惠国际,0.08,2026-05-15,↑ 净流入
诺邦股份,0.07,2026-05-15,↑ 净流入
其他数字媒体,0.07,2026-05-15,↑ 净流入
吉华集团,0.07,2026-05-15,↑ 净流入
盛景微,0.07,2026-05-15,↑ 净流入
常熟汽饰,0.07,2026-05-15,↑ 净流入
曙光股份,0.07,2026-05-15,↑ 净流入
天永智能,0.07,2026-05-15,↑ 净流入
ST金花,0.07,2026-05-15,↑ 净流入
燃气Ⅲ,0.07,2026-05-15,↑ 净流入
燃气Ⅱ,0.07,2026-05-15,↑ 净流入
运动服装,0.07,2026-05-15,↑ 净流入
狮头股份,0.07,2026-05-15,↑ 净流入
龙江交通,0.07,2026-05-15,↑ 净流入
隆鑫通用,0.07,2026-05-15,↑ 净流入
福莱蒽特,0.07,2026-05-15,↑ 净流入
皖新传媒,0.07,2026-05-15,↑ 净流入
龙建股份,0.07,2026-05-15,↑ 净流入
我乐家居,0.07,2026-05-15,↑ 净流入
捷昌驱动,0.07,2026-05-15,↑ 净流入
风神股份,0.07,2026-05-15,↑ 净流入
昊华能源,0.07,2026-05-15,↑ 净流入
金帝股份,0.07,2026-05-15,↑ 净流入
兴业股份,0.07,2026-05-15,↑ 净流入
*ST实达,0.07,2026-05-15,↑ 净流入
奥翔药业,0.06,2026-05-15,↑ 净流入
浦东金桥,0.06,2026-05-15,↑ 净流入
航民股份,0.06,2026-05-15,↑ 净流入
键邦股份,0.06,2026-05-15,↑ 净流入
圣泉集团,0.06,2026-05-15,↑ 净流入
日盈电子,0.06,2026-05-15,↑ 净流入
中信银行,0.06,2026-05-15,↑ 净流入
龙旗科技,0.06,2026-05-15,↑ 净流入
家纺,0.06,2026-05-15,↑ 净流入
美思德,0.06,2026-05-15,↑ 净流入
绿能慧充,0.06,2026-05-15,↑ 净流入
伊利股份,0.06,2026-05-15,↑ 净流入
仙鹤股份,0.06,2026-05-15,↑ 净流入
民丰特纸,0.06,2026-05-15,↑ 净流入
万里股份,0.06,2026-05-15,↑ 净流入
康尼机电,0.06,2026-05-15,↑ 净流入
宁波富达,0.06,2026-05-15,↑ 净流入
石化油服,0.06,2026-05-15,↑ 净流入
三力制药,0.06,2026-05-15,↑ 净流入
亚通精工,0.05,2026-05-15,↑ 净流入
福斯达,0.05,2026-05-15,↑ 净流入
